Index,ID,Name,Intake,Subject Code,Subject Name,Grade,Comment,Programme,Email,,,Legend,,
394,A0019,James LeBron,Sep-23,MPU3242N,Global Social Responsibility,B+,#N/A,UEIS,A0019@uow.edu.my,,,,,
395,A0019,James LeBron,Sep-23,XBIS2044N,Enterprise Architecture,B-,#N/A,UEIS,A0019@uow.edu.my,,,,,
396,A0019,James LeBron,Sep-23,XBIS3044N,Information System Strategy & Management,A-,#N/A,UEIS,A0019@uow.edu.my,,,,,
397,A0019,James LeBron,Sep-23,XBIS3034N,Business Process Management,A,#N/A,UEIS,A0019@uow.edu.my,,,,,
398,A0019,James LeBron,Sep-23,XBSE2044N,IT Project Management,A,#N/A,UEIS,A0019@uow.edu.my,,,,,
399,A0019,James LeBron,Sep-23,XBCS2054N,Computer Ethics & Law,A,#N/A,UEIS,A0019@uow.edu.my,,,,,
400,A0019,James LeBron,Sep-23,MPU3213,Bahasa Kebangsaan A,e,Exempted without Credit Transfer,UEIS,A0019@uow.edu.my,,,,,
401,A0019,James LeBron,Sep-23,MPU3143N,Bahasa Melayu Komunikasi 2,e,Exempted without Credit Transfer,UEIS,A0019@uow.edu.my,,,,,
402,A0019,James LeBron,Sep-23,MPU3113,Hubungan Etnik,e,Exempted without Credit Transfer,UEIS,A0019@uow.edu.my,,,,,
403,A0019,James LeBron,Sep-23,MPU3123N,Tamadun Islam & Tamadun Asia,e,Exempted without Credit Transfer,UEIS,A0019@uow.edu.my,,,,,
404,A0019,James LeBron,Sep-23,KBRM3014N,Research Methodology,e,Exempted without Credit Transfer,UEIS,A0019@uow.edu.my,,,,,
405,A0019,James LeBron,Sep-23,BBMK1014N,Principles of Marketing,1,Retaking this semester,UEIS,A0019@uow.edu.my,,,,,
406,A0019,James LeBron,Sep-23,BBMG2014N,Organizational Behaviour,A-,#N/A,UEIS,A0019@uow.edu.my,,,,,
407,A0019,James LeBron,Sep-23,XBMC3014N,Internet and Web Development,A,#N/A,UEIS,A0019@uow.edu.my,,,,,
408,A0020,Max Verstappen,Jul-23,KBEN1033N,Oral Communication,B+,#N/A,UEIS,A0020@uow.edu.my,,,,,
409,A0020,Max Verstappen,Jul-23,XBCS1043N,Computing Mathematics,C+,#N/A,UEIS,A0020@uow.edu.my,,,,,
410,A0020,Max Verstappen,Jul-23,XBCS1143N,Application Development,C+,#N/A,UEIS,A0020@uow.edu.my,,,,,
411,A0020,Max Verstappen,Jul-23,XBCS1183N,Database Management & Security,B,#N/A,UEIS,A0020@uow.edu.my,,,,,
412,A0020,Max Verstappen,Jul-23,MPU3333N,Integrity and Anti Corruption,e,Exempted without Credit Transfer,UEIS,A0020@uow.edu.my,,,,,
413,A0020,Max Verstappen,Jul-23,MPU3323N,Malaysia and Global Issues,A,#N/A,UEIS,A0020@uow.edu.my,,,,,
414,A0020,Max Verstappen,Jul-23,MPU3193N,Philosophy and Current Issues,B,#N/A,UEIS,A0020@uow.edu.my,,,,,
415,A0020,Max Verstappen,Jul-23,XBCS1123N,Statistics,B,#N/A,UEIS,A0020@uow.edu.my,,,,,
416,A0020,Max Verstappen,Jul-23,XBCS1153N,System Analysis and Design,B,#N/A,UEIS,A0020@uow.edu.my,,,,,
417,A0020,Max Verstappen,Jul-23,XBIS1034N,Foundation of Information Systems,B+,#N/A,UEIS,A0020@uow.edu.my,,,,,
418,A0020,Max Verstappen,Jul-23,XBCS2103N,Fundamentals of Object Oriented Programming,B-,#N/A,UEIS,A0020@uow.edu.my,,,,,
419,A0020,Max Verstappen,Jul-23,XBIS1044N,Enterprise Information Systems,A-,#N/A,UEIS,A0020@uow.edu.my,,,,,
420,A0020,Max Verstappen,Jul-23,XBCS2163N,Database Management Systems,B+,#N/A,UEIS,A0020@uow.edu.my,,,,,
421,A0020,Max Verstappen,Jul-23,XBIS2054N,Data Science,A-,#N/A,UEIS,A0020@uow.edu.my,,,,,
422,A0020,Max Verstappen,Jul-23,XBCS2013N,Principles of Software Engineering,A,#N/A,UEIS,A0020@uow.edu.my,,,,,
423,A0020,Max Verstappen,Jul-23,MPU3243N,Entrepreneurship,A-,#N/A,UEIS,A0020@uow.edu.my,,,,,
424,A0020,Max Verstappen,Jul-23,XBCS2193N,HCI & User Experience,1,Retaking this semester,UEIS,A0020@uow.edu.my,,,,,
425,A0020,Max Verstappen,Jul-23,XBIS2014N,IT Infrastructure,A-,#N/A,UEIS,A0020@uow.edu.my,,,,,
426,A0020,Max Verstappen,Jul-23,XBIS3014N,Enterprise Systems,A,#N/A,UEIS,A0020@uow.edu.my,,,,,
427,A0020,Max Verstappen,Jul-23,MPU3242N,Global Social Responsibility,A,#N/A,UEIS,A0020@uow.edu.my,,,,,
428,A0020,Max Verstappen,Jul-23,XBIS2044N,Enterprise Architecture,B+,#N/A,UEIS,A0020@uow.edu.my,,,,,
429,A0020,Max Verstappen,Jul-23,XBIS3044N,Information System Strategy & Management,A-,#N/A,UEIS,A0020@uow.edu.my,,,,,
430,A0020,Max Verstappen,Jul-23,XBIS3034N,Business Process Management,B+,#N/A,UEIS,A0020@uow.edu.my,,,,,
431,A0020,Max Verstappen,Jul-23,XBSE2044N,IT Project Management,B,#N/A,UEIS,A0020@uow.edu.my,,,,,
432,A0020,Max Verstappen,Jul-23,XBCS2054N,Computer Ethics & Law,A-,#N/A,UEIS,A0020@uow.edu.my,,,,,
433,A0020,Max Verstappen,Jul-23,XBFP3074M,Final Year Project 1,1,Retaking this semester,UEIS,A0020@uow.edu.my,,,,,
434,A0020,Max Verstappen,Jul-23,MPU3123N,Tamadun Islam & Tamadun Asia,e,Exempted without Credit Transfer,UEIS,A0020@uow.edu.my,,,,,
435,A0020,Max Verstappen,Jul-23,KBRM3014N,Research Methodology,e,Exempted without Credit Transfer,UEIS,A0020@uow.edu.my,,,,,
436,A0020,Max Verstappen,Jul-23,BBMK1014N,Principles of Marketing,1,Retaking this semester,UEIS,A0020@uow.edu.my,,,,,
437,A0020,Max Verstappen,Jul-23,BBMG2014N,Organizational Behaviour,B+,#N/A,UEIS,A0020@uow.edu.my,,,,,
438,A0020,Max Verstappen,Jul-23,XBMC3014N,Internet and Web Development,B-,#N/A,UEIS,A0020@uow.edu.my,,,,,
439,A0021,Naomi Osaka,May-23,KBEN1033N,Oral Communication,A,#N/A,UEIS,A0021@uow.edu.my,,,,,
440,A0021,Naomi Osaka,May-23,XBCS1043N,Computing Mathematics,C,#N/A,UEIS,A0021@uow.edu.my,,,,,
441,A0021,Naomi Osaka,May-23,XBCS1143N,Application Development,C,#N/A,UEIS,A0021@uow.edu.my,,,,,
442,A0021,Naomi Osaka,May-23,XBCS1183N,Database Management & Security,A+,#N/A,UEIS,A0021@uow.edu.my,,,,,
443,A0021,Naomi Osaka,May-23,MPU3333N,Integrity and Anti Corruption,n,To Take (n : registered for Next semester),UEIS,A0021@uow.edu.my,,,,,
444,A0021,Naomi Osaka,May-23,MPU3323N,Malaysia and Global Issues,e,Exempted without Credit Transfer,UEIS,A0021@uow.edu.my,,,,,
445,A0021,Naomi Osaka,May-23,MPU3193N,Philosophy and Current Issues,A,#N/A,UEIS,A0021@uow.edu.my,,,,,
446,A0021,Naomi Osaka,May-23,XBCS1123N,Statistics,B+,#N/A,UEIS,A0021@uow.edu.my,,,,,
447,A0021,Naomi Osaka,May-23,XBCS1153N,System Analysis and Design,A,#N/A,UEIS,A0021@uow.edu.my,,,,,
448,A0021,Naomi Osaka,May-23,XBIS1034N,Foundation of Information Systems,B+,#N/A,UEIS,A0021@uow.edu.my,,,,,
449,A0021,Naomi Osaka,May-23,XBCS2103N,Fundamentals of Object Oriented Programming,C+,#N/A,UEIS,A0021@uow.edu.my,,,,,
450,A0021,Naomi Osaka,May-23,XBIS1044N,Enterprise Information Systems,A-,#N/A,UEIS,A0021@uow.edu.my,,,,,
451,A0021,Naomi Osaka,May-23,XBCS2163N,Database Management Systems,A+,#N/A,UEIS,A0021@uow.edu.my,,,,,
452,A0021,Naomi Osaka,May-23,XBIS2054N,Data Science,A+,#N/A,UEIS,A0021@uow.edu.my,,,,,
453,A0021,Naomi Osaka,May-23,XBCS2013N,Principles of Software Engineering,A+,#N/A,UEIS,A0021@uow.edu.my,,,,,
454,A0021,Naomi Osaka,May-23,MPU3243N,Entrepreneurship,A+,#N/A,UEIS,A0021@uow.edu.my,,,,,
455,A0021,Naomi Osaka,May-23,XBCS2193N,HCI & User Experience,A,#N/A,UEIS,A0021@uow.edu.my,,,,,
456,A0021,Naomi Osaka,May-23,XBIS2014N,IT Infrastructure,A,#N/A,UEIS,A0021@uow.edu.my,,,,,
457,A0021,Naomi Osaka,May-23,XBIS3014N,Enterprise Systems,A+,#N/A,UEIS,A0021@uow.edu.my,,,,,
458,A0021,Naomi Osaka,May-23,MPU3242N,Global Social Responsibility,A,#N/A,UEIS,A0021@uow.edu.my,,,,,
459,A0021,Naomi Osaka,May-23,XBIS2044N,Enterprise Architecture,A+,#N/A,UEIS,A0021@uow.edu.my,,,,,
460,A0021,Naomi Osaka,May-23,XBIS3044N,Information System Strategy & Management,A+,#N/A,UEIS,A0021@uow.edu.my,,,,,
461,A0021,Naomi Osaka,May-23,XBIS3034N,Business Process Management,A+,#N/A,UEIS,A0021@uow.edu.my,,,,,
462,A0021,Naomi Osaka,May-23,XBSE2044N,IT Project Management,A+,#N/A,UEIS,A0021@uow.edu.my,,,,,
463,A0021,Naomi Osaka,May-23,XBCS2054N,Computer Ethics & Law,A,#N/A,UEIS,A0021@uow.edu.my,,,,,
464,A0021,Naomi Osaka,May-23,XBFP3074M,Final Year Project 1,1,Retaking this semester,UEIS,A0021@uow.edu.my,,,,,
465,A0021,Naomi Osaka,May-23,MPU3213,Bahasa Kebangsaan A,e,Exempted without Credit Transfer,UEIS,A0021@uow.edu.my,,,,,
466,A0021,Naomi Osaka,May-23,MPU3123N,Tamadun Islam & Tamadun Asia,e,Exempted without Credit Transfer,UEIS,A0021@uow.edu.my,,,,,
467,A0021,Naomi Osaka,May-23,KBRM3014N,Research Methodology,e,Exempted without Credit Transfer,UEIS,A0021@uow.edu.my,,,,,
468,A0021,Naomi Osaka,May-23,BBLG2014N,Introduction to Logistic,1,Retaking this semester,UEIS,A0021@uow.edu.my,,,,,
469,A0021,Naomi Osaka,May-23,BBMG3024N,Strategic Management,A,#N/A,UEIS,A0021@uow.edu.my,,,,,
470,A0021,Naomi Osaka,May-23,BBMG2014N,Organizational Behaviour,A,#N/A,UEIS,A0021@uow.edu.my,,,,,
471,A0021,Naomi Osaka,May-23,XBMC3014N,Internet and Web Development,B+,#N/A,UEIS,A0021@uow.edu.my,,,,,
472,A0022,Novak Djokovic,Mar-23,MPU3183N,Penghayatan Etika dan Peradaban,B+,#N/A,UEIS,A0022@uow.edu.my,,,,,
473,A0022,Novak Djokovic,Mar-23,KBEN1033N,Oral Communication,A+,#N/A,UEIS,A0022@uow.edu.my,,,,,
474,A0022,Novak Djokovic,Mar-23,XBCS1043N,Computing Mathematics,B-,#N/A,UEIS,A0022@uow.edu.my,,,,,
475,A0022,Novak Djokovic,Mar-23,XBCS1143N,Application Development,A-,#N/A,UEIS,A0022@uow.edu.my,,,,,
476,A0022,Novak Djokovic,Mar-23,XBCS1183N,Database Management & Security,A-,#N/A,UEIS,A0022@uow.edu.my,,,,,
477,A0022,Novak Djokovic,Mar-23,MPU3333N,Integrity and Anti Corruption,e,Exempted without Credit Transfer,UEIS,A0022@uow.edu.my,,,,,
478,A0022,Novak Djokovic,Mar-23,MPU3323N,Malaysia and Global Issues,B,#N/A,UEIS,A0022@uow.edu.my,,,,,
479,A0022,Novak Djokovic,Mar-23,MPU3193N,Philosophy and Current Issues,B,#N/A,UEIS,A0022@uow.edu.my,,,,,
480,A0022,Novak Djokovic,Mar-23,XBCS1123N,Statistics,1,Retaking this semester,UEIS,A0022@uow.edu.my,,,,,
481,A0022,Novak Djokovic,Mar-23,XBCS1153N,System Analysis and Design,A,#N/A,UEIS,A0022@uow.edu.my,,,,,
482,A0022,Novak Djokovic,Mar-23,XBIS1034N,Foundation of Information Systems,A,#N/A,UEIS,A0022@uow.edu.my,,,,,
483,A0022,Novak Djokovic,Mar-23,XBCS2103N,Fundamentals of Object Oriented Programming,B+,#N/A,UEIS,A0022@uow.edu.my,,,,,
484,A0022,Novak Djokovic,Mar-23,XBIS1044N,Enterprise Information Systems,ct,Credit Transferred,UEIS,A0022@uow.edu.my,,,,,
485,A0022,Novak Djokovic,Mar-23,XBCS2163N,Database Management Systems,A,#N/A,UEIS,A0022@uow.edu.my,,,,,
486,A0022,Novak Djokovic,Mar-23,XBIS2054N,Data Science,A,#N/A,UEIS,A0022@uow.edu.my,,,,,
487,A0022,Novak Djokovic,Mar-23,XBCS2013N,Principles of Software Engineering,A,#N/A,UEIS,A0022@uow.edu.my,,,,,
488,A0022,Novak Djokovic,Mar-23,XBCS2193N,HCI & User Experience,ct,Credit Transferred,UEIS,A0022@uow.edu.my,,,,,
489,A0022,Novak Djokovic,Mar-23,XBIS3014N,Enterprise Systems,1,Retaking this semester,UEIS,A0022@uow.edu.my,,,,,
490,A0022,Novak Djokovic,Mar-23,MPU3242N,Global Social Responsibility,B+,#N/A,UEIS,A0022@uow.edu.my,,,,,
491,A0022,Novak Djokovic,Mar-23,XBIS3044N,Information System Strategy & Management,1,Retaking this semester,UEIS,A0022@uow.edu.my,,,,,
492,A0022,Novak Djokovic,Mar-23,XBIS3034N,Business Process Management,A,#N/A,UEIS,A0022@uow.edu.my,,,,,
493,A0022,Novak Djokovic,Mar-23,XBSE2044N,IT Project Management,B+,#N/A,UEIS,A0022@uow.edu.my,,,,,
494,A0022,Novak Djokovic,Mar-23,MPU3123N,Tamadun Islam & Tamadun Asia,e,Exempted without Credit Transfer,UEIS,A0022@uow.edu.my,,,,,
495,A0022,Novak Djokovic,Mar-23,KBRM3014N,Research Methodology,e,Exempted without Credit Transfer,UEIS,A0022@uow.edu.my,,,,,
496,A0022,Novak Djokovic,Mar-23,BBFN1014N,Principles of Finance,B+,#N/A,UEIS,A0022@uow.edu.my,,,,,
497,A0022,Novak Djokovic,Mar-23,BBLG2014N,Introduction to Logistic,1,Retaking this semester,UEIS,A0022@uow.edu.my,,,,,
498,A0022,Novak Djokovic,Mar-23,BBMG2014N,Organizational Behaviour,A-,#N/A,UEIS,A0022@uow.edu.my,,,,,
499,A0022,Novak Djokovic,Mar-23,XBMC3014N,Internet and Web Development,ct,Credit Transferred,UEIS,A0022@uow.edu.my,,,,,
500,A0022,Novak Djokovic,Mar-23,XBIS2034N,E-Commerce,ct,Credit Transferred,UEIS,A0022@uow.edu.my,,,,,
501,A0023,Olivia Rodrigo,Jan-23,MPU3183N,Penghayatan Etika dan Peradaban,B-,#N/A,UEIS,A0023@uow.edu.my,,,,,
502,A0023,Olivia Rodrigo,Jan-23,KBEN1033N,Oral Communication,B+,#N/A,UEIS,A0023@uow.edu.my,,,,,
503,A0023,Olivia Rodrigo,Jan-23,XBCS1043N,Computing Mathematics,C+,#N/A,UEIS,A0023@uow.edu.my,,,,,
504,A0023,Olivia Rodrigo,Jan-23,XBCS1143N,Application Development,C,#N/A,UEIS,A0023@uow.edu.my,,,,,
505,A0023,Olivia Rodrigo,Jan-23,XBCS1183N,Database Management & Security,B+,#N/A,UEIS,A0023@uow.edu.my,,,,,
506,A0023,Olivia Rodrigo,Jan-23,MPU3333N,Integrity and Anti Corruption,e,Exempted without Credit Transfer,UEIS,A0023@uow.edu.my,,,,,
507,A0023,Olivia Rodrigo,Jan-23,MPU3323N,Malaysia and Global Issues,A-,#N/A,UEIS,A0023@uow.edu.my,,,,,
508,A0023,Olivia Rodrigo,Jan-23,MPU3193N,Philosophy and Current Issues,B-,#N/A,UEIS,A0023@uow.edu.my,,,,,
509,A0023,Olivia Rodrigo,Jan-23,XBCS1123N,Statistics,C,#N/A,UEIS,A0023@uow.edu.my,,,,,
510,A0023,Olivia Rodrigo,Jan-23,XBCS1153N,System Analysis and Design,B+,#N/A,UEIS,A0023@uow.edu.my,,,,,
511,A0023,Olivia Rodrigo,Jan-23,XBIS1034N,Foundation of Information Systems,B+,#N/A,UEIS,A0023@uow.edu.my,,,,,
512,A0023,Olivia Rodrigo,Jan-23,XBCS2103N,Fundamentals of Object Oriented Programming,C,#N/A,UEIS,A0023@uow.edu.my,,,,,
513,A0023,Olivia Rodrigo,Jan-23,XBIS1044N,Enterprise Information Systems,A-,#N/A,UEIS,A0023@uow.edu.my,,,,,
514,A0023,Olivia Rodrigo,Jan-23,XBCS2163N,Database Management Systems,A-,#N/A,UEIS,A0023@uow.edu.my,,,,,
515,A0023,Olivia Rodrigo,Jan-23,XBIS2054N,Data Science,A-,#N/A,UEIS,A0023@uow.edu.my,,,,,
516,A0023,Olivia Rodrigo,Jan-23,XBCS2013N,Principles of Software Engineering,A-,#N/A,UEIS,A0023@uow.edu.my,,,,,
517,A0023,Olivia Rodrigo,Jan-23,MPU3243N,Entrepreneurship,A,#N/A,UEIS,A0023@uow.edu.my,,,,,
518,A0023,Olivia Rodrigo,Jan-23,XBCS2193N,HCI & User Experience,A-,#N/A,UEIS,A0023@uow.edu.my,,,,,
519,A0023,Olivia Rodrigo,Jan-23,XBIS2014N,IT Infrastructure,A-,#N/A,UEIS,A0023@uow.edu.my,,,,,
520,A0023,Olivia Rodrigo,Jan-23,XBIS3014N,Enterprise Systems,A,#N/A,UEIS,A0023@uow.edu.my,,,,,
521,A0023,Olivia Rodrigo,Jan-23,MPU3242N,Global Social Responsibility,B+,#N/A,UEIS,A0023@uow.edu.my,,,,,
522,A0023,Olivia Rodrigo,Jan-23,XBIS2044N,Enterprise Architecture,A-,#N/A,UEIS,A0023@uow.edu.my,,,,,
523,A0023,Olivia Rodrigo,Jan-23,XBIS3044N,Information System Strategy & Management,A+,#N/A,UEIS,A0023@uow.edu.my,,,,,
524,A0023,Olivia Rodrigo,Jan-23,XBIS3034N,Business Process Management,A+,#N/A,UEIS,A0023@uow.edu.my,,,,,
525,A0023,Olivia Rodrigo,Jan-23,XBSE2044N,IT Project Management,A,#N/A,UEIS,A0023@uow.edu.my,,,,,
526,A0023,Olivia Rodrigo,Jan-23,XBCS2054N,Computer Ethics & Law,A-,#N/A,UEIS,A0023@uow.edu.my,,,,,
527,A0023,Olivia Rodrigo,Jan-23,MPU3123N,Tamadun Islam & Tamadun Asia,e,Exempted without Credit Transfer,UEIS,A0023@uow.edu.my,,,,,
528,A0023,Olivia Rodrigo,Jan-23,KBRM3014N,Research Methodology,e,Exempted without Credit Transfer,UEIS,A0023@uow.edu.my,,,,,
529,A0023,Olivia Rodrigo,Jan-23,BBLG2034N,Supply Chain Management,1,Retaking this semester,UEIS,A0023@uow.edu.my,,,,,
530,A0023,Olivia Rodrigo,Jan-23,BBMG3024N,Strategic Management,B+,#N/A,UEIS,A0023@uow.edu.my,,,,,
531,A0023,Olivia Rodrigo,Jan-23,XBCS2094N,GUI Programming,1,Retaking this semester,UEIS,A0023@uow.edu.my,,,,,
532,A0023,Olivia Rodrigo,Jan-23,XBCS2064N,Integrative Consultancy Project,1,Retaking this semester,UEIS,A0023@uow.edu.my,,,,,
533,A0023,Olivia Rodrigo,Jan-23,XBMC3014N,Internet and Web Development,B+,#N/A,UEIS,A0023@uow.edu.my,,,,,
534,A0024,Pedro Pascal,Sep-22,MPU3183N,Penghayatan Etika dan Peradaban,C+,#N/A,UEIS,A0024@uow.edu.my,,,,,
535,A0024,Pedro Pascal,Sep-22,KBEN1033N,Oral Communication,A,#N/A,UEIS,A0024@uow.edu.my,,,,,
536,A0024,Pedro Pascal,Sep-22,XBCS1043N,Computing Mathematics,C+,#N/A,UEIS,A0024@uow.edu.my,,,,,
537,A0024,Pedro Pascal,Sep-22,XBCS1143N,Application Development,C,#N/A,UEIS,A0024@uow.edu.my,,,,,
538,A0024,Pedro Pascal,Sep-22,XBCS1183N,Database Management & Security,A-,#N/A,UEIS,A0024@uow.edu.my,,,,,
539,A0024,Pedro Pascal,Sep-22,MPU3333N,Integrity and Anti Corruption,e,Exempted without Credit Transfer,UEIS,A0024@uow.edu.my,,,,,
540,A0024,Pedro Pascal,Sep-22,MPU3323N,Malaysia and Global Issues,B+,#N/A,UEIS,A0024@uow.edu.my,,,,,
541,A0024,Pedro Pascal,Sep-22,MPU3193N,Philosophy and Current Issues,B,#N/A,UEIS,A0024@uow.edu.my,,,,,
542,A0024,Pedro Pascal,Sep-22,XBCS1123N,Statistics,1,Retaking this semester,UEIS,A0024@uow.edu.my,,,,,
543,A0024,Pedro Pascal,Sep-22,XBCS1153N,System Analysis and Design,B+,#N/A,UEIS,A0024@uow.edu.my,,,,,
544,A0024,Pedro Pascal,Sep-22,XBIS1034N,Foundation of Information Systems,A,#N/A,UEIS,A0024@uow.edu.my,,,,,
545,A0024,Pedro Pascal,Sep-22,XBCS2103N,Fundamentals of Object Oriented Programming,C+,#N/A,UEIS,A0024@uow.edu.my,,,,,
546,A0024,Pedro Pascal,Sep-22,XBIS1044N,Enterprise Information Systems,A,#N/A,UEIS,A0024@uow.edu.my,,,,,
547,A0024,Pedro Pascal,Sep-22,XBCS2163N,Database Management Systems,A-,#N/A,UEIS,A0024@uow.edu.my,,,,,
548,A0024,Pedro Pascal,Sep-22,XBIS2054N,Data Science,A,#N/A,UEIS,A0024@uow.edu.my,,,,,
549,A0024,Pedro Pascal,Sep-22,XBCS2013N,Principles of Software Engineering,A-,#N/A,UEIS,A0024@uow.edu.my,,,,,
550,A0024,Pedro Pascal,Sep-22,MPU3243N,Entrepreneurship,A,#N/A,UEIS,A0024@uow.edu.my,,,,,
551,A0024,Pedro Pascal,Sep-22,XBCS2193N,HCI & User Experience,B+,#N/A,UEIS,A0024@uow.edu.my,,,,,
552,A0024,Pedro Pascal,Sep-22,XBIS2014N,IT Infrastructure,A-,#N/A,UEIS,A0024@uow.edu.my,,,,,
553,A0024,Pedro Pascal,Sep-22,XBIS3014N,Enterprise Systems,1,Retaking this semester,UEIS,A0024@uow.edu.my,,,,,
554,A0024,Pedro Pascal,Sep-22,MPU3242N,Global Social Responsibility,A-,#N/A,UEIS,A0024@uow.edu.my,,,,,
555,A0024,Pedro Pascal,Sep-22,XBIS2044N,Enterprise Architecture,A,#N/A,UEIS,A0024@uow.edu.my,,,,,
556,A0024,Pedro Pascal,Sep-22,XBIS3044N,Information System Strategy & Management,1,Retaking this semester,UEIS,A0024@uow.edu.my,,,,,
557,A0024,Pedro Pascal,Sep-22,XBSE2044N,IT Project Management,ct,Credit Transferred,UEIS,A0024@uow.edu.my,,,,,
558,A0024,Pedro Pascal,Sep-22,XBFP3074M,Final Year Project 1,1,Retaking this semester,UEIS,A0024@uow.edu.my,,,,,
559,A0024,Pedro Pascal,Sep-22,MPU3123N,Tamadun Islam & Tamadun Asia,e,Exempted without Credit Transfer,UEIS,A0024@uow.edu.my,,,,,
560,A0024,Pedro Pascal,Sep-22,KBRM3014N,Research Methodology,e,Exempted without Credit Transfer,UEIS,A0024@uow.edu.my,,,,,
561,A0024,Pedro Pascal,Sep-22,BBFN1014N,Principles of Finance,B-,#N/A,UEIS,A0024@uow.edu.my,,,,,
562,A0024,Pedro Pascal,Sep-22,BBMG3024N,Strategic Management,A-,#N/A,UEIS,A0024@uow.edu.my,,,,,
563,A0024,Pedro Pascal,Sep-22,BBMG2014N,Organizational Behaviour,A-,#N/A,UEIS,A0024@uow.edu.my,,,,,
564,A0024,Pedro Pascal,Sep-22,XBCS2094N,GUI Programming,ct,Credit Transferred,UEIS,A0024@uow.edu.my,,,,,
565,A0024,Pedro Pascal,Sep-22,XBMC3014N,Internet and Web Development,ct,Credit Transferred,UEIS,A0024@uow.edu.my,,,,,
566,A0024,Pedro Pascal,Sep-22,XBIS2034N,E-Commerce,ct,Credit Transferred,UEIS,A0024@uow.edu.my,,,,,
567,A0025,Simone Biles,Sep-22,MPU3183N,Penghayatan Etika dan Peradaban,B-,#N/A,UEIS,A0025@uow.edu.my,,,,,
568,A0025,Simone Biles,Sep-22,KBEN1033N,Oral Communication,B+,#N/A,UEIS,A0025@uow.edu.my,,,,,
569,A0025,Simone Biles,Sep-22,XBCS1043N,Computing Mathematics,1,Retaking this semester,UEIS,A0025@uow.edu.my,,,,,
570,A0025,Simone Biles,Sep-22,XBCS1143N,Application Development,C,#N/A,UEIS,A0025@uow.edu.my,,,,,
571,A0025,Simone Biles,Sep-22,XBCS1183N,Database Management & Security,1,Retaking this semester,UEIS,A0025@uow.edu.my,,,,,
572,A0025,Simone Biles,Sep-22,MPU3333N,Integrity and Anti Corruption,e,Exempted without Credit Transfer,UEIS,A0025@uow.edu.my,,,,,
573,A0025,Simone Biles,Sep-22,MPU3323N,Malaysia and Global Issues,B+,#N/A,UEIS,A0025@uow.edu.my,,,,,
574,A0025,Simone Biles,Sep-22,XBCS1123N,Statistics,1,Retaking this semester,UEIS,A0025@uow.edu.my,,,,,
575,A0025,Simone Biles,Sep-22,XBCS1153N,System Analysis and Design,C,#N/A,UEIS,A0025@uow.edu.my,,,,,
576,A0025,Simone Biles,Sep-22,XBIS1034N,Foundation of Information Systems,B-,#N/A,UEIS,A0025@uow.edu.my,,,,,
577,A0025,Simone Biles,Sep-22,XBCS2103N,Fundamentals of Object Oriented Programming,D,#N/A,UEIS,A0025@uow.edu.my,,,,,
578,A0025,Simone Biles,Sep-22,XBIS1044N,Enterprise Information Systems,C+,#N/A,UEIS,A0025@uow.edu.my,,,,,
579,A0025,Simone Biles,Sep-22,XBCS2163N,Database Management Systems,B,#N/A,UEIS,A0025@uow.edu.my,,,,,
580,A0025,Simone Biles,Sep-22,XBIS2054N,Data Science,C,#N/A,UEIS,A0025@uow.edu.my,,,,,
581,A0025,Simone Biles,Sep-22,XBCS2013N,Principles of Software Engineering,B-,#N/A,UEIS,A0025@uow.edu.my,,,,,
582,A0025,Simone Biles,Sep-22,MPU3243N,Entrepreneurship,1,Retaking this semester,UEIS,A0025@uow.edu.my,,,,,
583,A0025,Simone Biles,Sep-22,XBCS2193N,HCI & User Experience,C+,#N/A,UEIS,A0025@uow.edu.my,,,,,
584,A0025,Simone Biles,Sep-22,XBIS2014N,IT Infrastructure,B-,#N/A,UEIS,A0025@uow.edu.my,,,,,
585,A0025,Simone Biles,Sep-22,XBIS3014N,Enterprise Systems,C,#N/A,UEIS,A0025@uow.edu.my,,,,,
586,A0025,Simone Biles,Sep-22,MPU3242N,Global Social Responsibility,B+,#N/A,UEIS,A0025@uow.edu.my,,,,,
587,A0025,Simone Biles,Sep-22,XBIS2044N,Enterprise Architecture,C+,#N/A,UEIS,A0025@uow.edu.my,,,,,
588,A0025,Simone Biles,Sep-22,XBIS3044N,Information System Strategy & Management,B-,#N/A,UEIS,A0025@uow.edu.my,,,,,
589,A0025,Simone Biles,Sep-22,XBIS3034N,Business Process Management,B,#N/A,UEIS,A0025@uow.edu.my,,,,,
590,A0025,Simone Biles,Sep-22,XBSE2044N,IT Project Management,B,#N/A,UEIS,A0025@uow.edu.my,,,,,
591,A0025,Simone Biles,Sep-22,XBCS2054N,Computer Ethics & Law,C,#N/A,UEIS,A0025@uow.edu.my,,,,,
592,A0025,Simone Biles,Sep-22,XBFP3074M,Final Year Project 1,B+,#N/A,UEIS,A0025@uow.edu.my,,,,,
593,A0025,Simone Biles,Sep-22,XBFP3084N,Final Year Project 2,B,#N/A,UEIS,A0025@uow.edu.my,,,,,
594,A0025,Simone Biles,Sep-22,MPU3213,Bahasa Kebangsaan A,P,#N/A,UEIS,A0025@uow.edu.my,,,,,
595,A0025,Simone Biles,Sep-22,MPU3143N,Bahasa Melayu Komunikasi 2,e,Exempted without Credit Transfer,UEIS,A0025@uow.edu.my,,,,,
